"text","text_en","cmp_code","eu_code"
"POLICY PRIORITY",NA,NA,NA
"We will deliver better services including health services – by putting local communities in charge of hospitals and improving co-operation with States and Territories",NA,"504",NA
"17 Delivering better education",NA,NA,NA
"POLICY PRIORITY",NA,NA,NA
"We will deliver better education – by putting local communities in charge of improving the performance of local schools.",NA,"506",NA
"Improving the performance of schools at the local level",NA,NA,NA
"We will provide better schools, encourage better teachers and provide more choice for parents by giving communities and parents greater control over schools.",NA,"506",NA
"We will put parents, principals and school communities, not unaccountable bureaucrats, in charge of determining how their school will be run to improve performance – by instilling a ‘students come first’ culture amongst staff and ensuring the delivery of better education outcomes at the local school level.",NA,"506",NA
"We will work with the States and Territories to encourage State schools to choose to become independent schools, providing simpler budgeting and resources allocation and more autonomy in decision making.",NA,"506",NA
"We will support teachers in the classroom by ensuring our curriculum is rigorous without being too prescriptive or overcrowded.",NA,"506",NA
"We will continue current levels of funding for schools, indexed to deal with real increases in costs and we will ensure that money is targeted based on the social and economic status of the community.",NA,"506",NA
"We will make more investment in science education at primary schools.",NA,"506",NA
"We will restore the Primary Connections science education programme which is strongly supported by Australian Nobel Laureate, Professor Brian Schmidt, following recent Labor cuts to the successful programme.",NA,"506",NA
"We will work together with social media operators, schools, parents and children to tackle cyber bullying and other harmful material and behaviour targeted at individual children online, by measures such as ensuring large social media operators rapidly remove harmful online material directed at a child.",NA,"506",NA
"We will continue the National School Chaplaincy Programme in Schools to support the emotional wellbeing of students.",NA,"506",NA
"Strengthening higher education.",NA,NA,NA
"We will strengthen higher education and encourage Australians of all ages to further their education so that they can gain a comparative advantage and get ahead in the new global economy.",NA,"411",NA
"We believe higher education has a vital dual role in our society as an engine of economic growth, through educating our workforce and producing quality research.",NA,"411",NA
"We will ensure the continuation of the current arrangements of university funding.",NA,"411",NA
"We will work with the sector to reduce the burden of red tape, regulation and reporting, freeing up the sector to concentrate on delivering results and services.",NA,"411",NA
"We will review and restructure government research funding to make sure each dollar is spent as effectively as possible.",NA,"411",NA
"We will ensure the sector has a stable, long-term source of infrastructure funding",NA,"411",NA
"We will work with the sector to grow higher education as an export industry and to support international students studying in Australia.",NA,"411",NA
"Investing in job skills training",NA,NA,NA
"We will invest in advanced job skills training– including trade skills.",NA,"411",NA
"We will boost and retain skills in the work place and give incentives to employers to take young people and older Australians off welfare and into work.",NA,"411",NA
"Our immigration programme will focus on skilled migrants targeting skills shortages and people who can make a contribution from day one in a job.",NA,"411",NA
"We will work urgently with the States to aim to have 40 percent of Year 12 students studying a foreign language, preferably an Asian language, within a decade to equip them with the skills necessary for the jobs of the future.",NA,"411",NA
"New opportunities for our youth to learn in the Asian region",NA,NA,NA
"We aim to develop stronger people-to-people relationships with the countries in our region and this presents enormous opportunities for the youth of Australia.",NA,"107",NA
"We will establish a new two-way ‘Colombo Plan’ that doesn’t just bring the best and brightest talent from the region to Australia’s universities but that also takes Australia’s best and brightest talent to Asian universities to learn more about the countries in our region and to develop closer ties and stronger people-to-people relationships.",NA,"107",NA
"By awarding scholarships to our students and fostering this ‘Asia-capable’ learning and developing these people-to-people relationships in those countries we are really developing the leaders of the future as was previously done under Sir Robert Menzies’ ‘Colombo Plan’.",NA,"107",NA
"It is through such people-to-people schemes that deeper engagement and closer ties with the countries in our region can be developed.",NA,"107",NA
"“Within two years, under a Liberal and National government, there will be a new Colombo Plan.”",NA,"107",NA
"18 Delivering stronger and better communities",NA,NA,NA
"Delivering a ‘fair go’ for regional Australia",NA,NA,NA
"We will stand up for regional Australia to ensure that they receive their ‘fair share’ of support from government on a wide range of policy programmes.",NA,"503",NA
"We will restore policy stability and certainty to our live exports trade.",NA,"703",NA
"We will better manage our precious water resources to help our agriculture sector grow to become the ‘Food Bowl of Asia’ and achieve ‘food security’ in a world demanding more food resources.",NA,"703",NA
"We will further unlock potential growth in Northern Australia as we develop new land as a result of building new dams and securing our nation’s water supplies.",NA,"411",NA
"We will deliver a strong, powerhouse economy delivering more jobs and generating the real wealth needed to drive growth in Australia’s tourism industry.",NA,"410",NA
"We are investigating options to strengthen the rules governing the sale of Australian agricultural land and agribusinesses to foreign entities.",NA,"406",NA
"Improving housing affordability – supporting housing development",NA,NA,NA
"We will improve housing affordability and encourage high levels of home ownership",NA,"401",NA
"We will work closely with the States and Territories who have primary responsibility for housing to reduce red tape holding up the supply of housing and construction and to increase land release for new homes.",NA,"303",NA
"Carefully managing the issues of population, citizenship and settlement",NA,NA,NA
"We will carefully manage the issues of population, citizenship and settlement to foster stronger economic growth and enhance Australia’s social fabric.",NA,"601",NA
"We will ensure that our non-discriminatory immigration programme helps those in need and serves our national interest.",NA,"601",NA
"We will make sure that Australia’s refugee and humanitarian resettlement programme provides places to those most in need.",NA,"201",NA
"We will ensure a minimum of 1,000 places are available for women at risk and their dependents and appropriate settlement services are available once they arrive in Australia.",NA,"201",NA
"We will ensure the migration programme is skewed towards skilled workers to enable the growth of a more productive and prosperous economy – particularly for those areas where skilled workers are not available and where our industries need to grow.",NA,"410",NA
"We will ensure our immigration programme is focused on people who can make a contribution from day one in a job – thereby lessening the burden on taxpayers.",NA,"406",NA
"Improving community safety and fighting crime",NA,NA,NA
"We will stand up for communities so that people feel safe in their streets.",NA,"605",NA
"We will establish a new national Safer Streets programme and expand the use of CCTV cameras in crime prevention and detection.",NA,"605",NA
"“Politicians can’t really hope to understand the issues if they rarely leave capital cities.”",NA,"605",NA
"We will establish a new Commonwealth/State Standing Council on Law, Crime and Community Safety to bring together lawmakers and law-enforcers to develop a national focus to fighting crime – and to report on key issues within 12 months.",NA,"605",NA
"We will work with the States and Territories to improve Australia’s capacity to respond to natural disasters and emergencies both domestically and internationally for better and faster deployment of search dogs nationally by creating an Australian Search Dog Framework.",NA,"605",NA
"Supporting and strengthening community groups and the voluntary sector",NA,NA,NA
"We will support community groups to strengthen local communities and enhance the social fabric.",NA,"606",NA
"We will provide $10 million support to assist surf lifesaving clubs buy needed equipment and to tackle drowning black-spots.",NA,"606",NA
"We will re-establish the successful Coalition Community-Business Partnerships to engage with local communities and advise on encouraging more philanthropy by business and in assisting charities and community groups in their local area.",NA,"606",NA
"Encouraging indigenous Australians to get ahead",NA,NA,NA
"We will work with indigenous communities to bring in a new suite of purposeful and innovative strategies that will help indigenous people to get ahead.",NA,"503",NA
"We will eliminate red tape and streamline programmes to move away from the complex web of overlapping initiatives that have failed to end disadvantage.",NA,"503",NA
"We will direct funding away from bureaucracies and overlapping and competing programmes towards local communities and real action so that indigenous Australians get the services they need.",NA,"503",NA
"We will work with families to ensure all indigenous children attend school every day.",NA,"503",NA
"A good education is the foundation of a good life and children must go to school.",NA,"506",NA
"We will support the Australian Employment Covenant and its many supporting employers to create more opportunities for indigenous Australians to get ahead and actively engage more indigenous Australians in real jobs.",NA,"503",NA
"We will provide$10 million to fund four trial sites to train 1,000 indigenous people for guaranteed jobs, working with the Australian Employment Covenant and Generation One.",NA,"503",NA
"We will end training for training’s sake and implement employment or work for the dole programmes that prepare and support indigenous Australians to work.",NA,"503",NA
"Tony Abbott will continue to spend a week a year in a remote community, to gain a better understanding of people’s needs, as he has done for many years.",NA,"503",NA
"“The measure of a decent society is how it looks after its most vulnerable members”",NA,"503",NA
"Protecting freedom of speech – supporting an open media",NA,NA,NA
"We will protect the media from over-regulation; support an open and accountable media; and protect the freedom of speech to strengthen our vibrant democracy.",NA,"201",NA
"We will reject Labor’s push for increased regulation of the media, including the Finkelstein Report proposals for a powerful ‘News Media Council’ to ‘set journalistic standards’ for print and online media.",NA,"201",NA
"We will work with the media to ensure they actively strengthen their standards so they meet community expectations of the levels of journalism Australians expect and deserve.",NA,"201",NA
"We do not support a ‘public interest test’ for assessing media mergers and acquisitions as it would be subjective, susceptible to political manipulation and would lead to uncertainty for media businesses.",NA,"201",NA
"Current laws and the Australian Communications and Media Authority, as the regulator, provide adequate protection in this area.",NA,"201",NA
"We will support freedom of speech, particularly in relation to anti-discrimination legislation.",NA,"201",NA
"Prohibitions on inciting racial hatred or intimidation of particular groups should be focused on offences of incitement and causing fear but not a prohibition on causing offence.",NA,"201",NA
"19 Delivering a cleaner and more sustainable environment",NA,NA,NA
"Cleaning up our own environment",NA,NA,NA
"We will take direct action to reduce carbon emissions – and establish a 15,000-strong Green Army charged with the clean-up and conservation of our environment – so that we can all enjoy a cleaner environment and a more sustainable future without the impost of the carbon tax which is causing real economic damage to our economy and affecting the living standards of Australian families.",NA,"501",NA
"Reducing carbon emissions inside Australia, not overseas",NA,NA,NA
"We will take direct action to reduce carbon emissions in a practical, affordable way inside Australia, not overseas.",NA,"501",NA
"We remain committed to a five per cent reduction in emissions by 2020.",NA,"501",NA
"We will establish an Emissions Reduction Fund of $3 billion to allocate money in response to emission reduction tenders to projects designed to reduce carbon emissions.",NA,"501",NA
"All money spent will be on Australian green projects, not foreign carbon credits, keeping more jobs in Australia.",NA,"501",NA
"We will support projects such as the exploration of soil carbon technologies and abatement, putting carbon back in soils and providing for a once in a generation replenishment of our farmlands.",NA,"501",NA
"POLICY PRIORITY",NA,"501",NA
"We will take direct action to reduce carbon emissions inside Australia, not overseas – and also establish a 15,000-strong Green Army to clean-up the environment.",NA,"501",NA
"Delivering a better environment",NA,NA,NA
"We will establish a 15,000-strong Green Army to clean up and protect the environment in local communities throughout Australia supplementing the current land care efforts of councils, farmers and volunteers.",NA,"501",NA
"The Green Army will undertake projects like restoring and rejuvenating bushland, planting trees and cleaning-up the Tamar River in Tasmania.",NA,"501",NA
"Improving water security – better water management",NA,NA,NA
"We will enhance Australia’s natural water supplies and reduce Australia’s reliance on energy-hungry desalination plants.",NA,"411",NA
"We will deliver on the 10-point plan for the Murray-Darling announced by the Howard Government.",NA,"411",NA
"We will restore the Murray-Darling to health while still ensuring the viability of Australia’s food producing communities.",NA,"411",NA
"The future of the Murray-Darling should not and cannot be a choice just between the environment and agriculture.",NA,"411",NA
"The Coalition will address both parts of this equation.",NA,"411",NA
"We will start the detailed long-term planning necessary to build new dams to secure the nation’s water supplies into the future, deliver strong economic benefits for Australia, while also protecting our environment.",NA,"411",NA
"Improving the environmental approval process",NA,NA,NA
"We will streamline the environmental approval process for all users – resulting in less duplication across federal and State jurisdictions and delivering a real boost to the nation’s productivity.",NA,"303",NA
"We will establish a one-stop shop environmental approvals process covering both Commonwealth and State legislation, that maintains high environmental standards, delivers certainty for all users and importantly makes swift decisions.",NA,"303",NA
"Supporting communities – creating a sustainable environment",NA,NA,NA
"We will adopt a practical, balanced and sustainable approach to environmental issues based on linking sound scientific findings with the needs of all users resulting in more sustainable commercial activities and better environmental outcomes.",NA,"416",NA
"For example, we will support the fishing industry.",NA,"416",NA
"We will adopt a more balanced approach by setting up more rigorous assessments for new Marine Protected Areas that will mean the areas are assessed in accordance with objective scientific, economic and social evidence.",NA,"416",NA
"Our aim is to continue to protect marine environments and the fishing communities which rely on them.",NA,"416",NA
"20 Delivering stronger borders and a more secure nation",NA,NA,NA
"Putting the national interest first",NA,NA,NA
"The Coalition will put the national interest first, deliver stronger borders, provide a world-class defence force and protect the nation’s interests overseas.",NA,"601",NA
"We will take immediate action to protect both the integrity of our borders and Australia’s immigration programme.",NA,"601",NA
"We will not allow illegal boat arrivals and people smugglers to either determine Australia’s immigration programme, or undermine the Australian people’s confidence in the programme.",NA,"601",NA
"Delivering stronger borders – where the boats are stopped",NA,NA,NA
"We will deliver stronger borders – where the boats are stopped – with tough and proven measures.",NA,"601",NA
"If elected Prime Minister, the first overseas trip that Tony Abbott makes as Prime Minister will be to Indonesia to renew cooperation against people smugglers.",NA,"107",NA
"We will re-introduce the use of Temporary Protection Visas (TPVs) to deny the people smugglers a product to sell.",NA,"201",NA
"We will immediately give new orders to the Navy to tackle illegal boat arrivals and ‘turn back’ the boats where safe to do so.",NA,"601",NA
"We will give priority in processing to offshore special humanitarian visa applicants, over illegal boat arrivals.",NA,"201",NA
"We will ensure, offshore special humanitarian visa applicants receive priority in obtaining permanent residency in Australia over illegal boat arrivals.",NA,"201",NA
"We will boost rigorous offshore processing for illegal arrivals so that bad behaviour has consequences.",NA,"601",NA
"We will establish presumption against refugee status for people who arrive on boats without identity papers.",NA,"601",NA
"Where asylum seekers deliberately discard their identity documentation, we will deny them the benefit of doubt when determining their refugee status.",NA,"601",NA
"We will establish and increase mandatory minimum jail sentences for people smugglers.",NA,"605",NA
"We will reserve 11,000 of the 13,750 refugee places each year for offshore applicants.",NA,"201",NA
"We will ensure a minimum of1,000 refugee places are reserved for the most vulnerable refugees, in particular women at risk of violence and harm.",NA,"201",NA
"We will restore the single case officer appeal process.",NA,"601",NA
"POLICY PRIORITY",NA,NA,NA
"We will deliver stronger borders – where the boats are stopped – with tough and proven measures.",NA,"601",NA
"“Stopping the boats matters. It would signify that the Australian government is in every respect sovereign over Australia’s borders.”",NA,"601",NA
"Delivering a world-class defence force",NA,NA,NA
"We will rebuild our defence force by stopping Labor’s defence run-down and give our defence force the first-class resources and equipment they need.",NA,"104",NA
"We will restore responsible defence spending to 3 per cent real growth per year subject to improvements in the Budget –our aspiration is to restore funding to defence to the same level as it was under the last seven years of the Howard Government.",NA,"104",NA
"We will reinvest any responsible savings that can be found in the defence bureaucracy in greater military capacity.",NA,"104",NA
"We will immediately start the process of acquiring a number of new state-of-the-art unmanned aircraft.",NA,"104",NA
"Within 18 months, we will publish a new defence White Paper with costed, affordable ways to meet Australia’s important defence and national security objectives.",NA,"104",NA
"We will ensure that Australia does not have a submarine capability gap.",NA,"104",NA
"Within 18 months, we will make the short and medium term decisions necessary to achieve this goal.",NA,"104",NA
"Fighting terrorism in Australia",NA,NA,NA
"We will deliver improved counter-terrorism and domestic security measures in Australia and secure our ports and airports.",NA,"605",NA
"Improving foreign affairs – a stronger focus on our region",NA,NA,NA
"We will increase the importance of foreign affairs, lace a stronger focus on our region and rebuild our diplomatic footprint with more effective representation and better diplomacy.",NA,"107",NA
"We will enhance Australia’s role and engagement in the world developing greater international cooperation.",NA,"107",NA
"We will review the weighting Australia gives to its diplomatic resources including overseas representation, with a view to refocusing foreign policy on the Asia-Pacific region",NA,"101",NA
"We will rebuild relationships with our neighbours damaged by Labor’s mismanagement and failed border security policies.",NA,"107",NA
"We will enhance US access to bases in Australia and continue to support our close alliance with the US.",NA,"101",NA
"We will ensure future aid funding increases are dependent on AusAid meeting strict performance benchmarks.",NA,"107",NA
"Within two years, we will establish a new two way ‘Colombo Plan’ to deepen our knowledge and engagement with countries in our region and develop stronger people-to-people relationships by bringing the best and the brightest talent from our region to Australia and taking Australia’s best and brightest talent to countries in our region.",NA,"107",NA
"21 Delivering strong, stable, accountable government",NA,NA,NA
"Encouraging Australians to work together",NA,NA,NA
"The Coalition will do the right thing for Australia and deliver a strong, stable, accountable government that puts the national interest first and delivers a better future for all Australians.",NA,"305",NA
"We will restore accountability and improve transparency measures to be more accountable to you.",NA,"203",NA
"We will govern for all Australians, not favour any particular group.",NA,"606",NA
"We’re all in this together and we’ll encourage all Australians to work together.",NA,"606",NA
"We will end the class war and the bad blood between Labor and business that is damaging investment and employment.",NA,"606",NA
"Tony Abbott is a strong leader – a record of success",NA,NA,NA
"Tony Abbott was a senior, experienced Cabinet Minister in the Howard Coalition Government.",NA,"305",NA
"He has a law degree and a degree in economics from the University of Sydney.",NA,"305",NA
"He is a Rhodes Scholar with a Master’s degree from Oxford University.",NA,"305",NA
"He is community oriented – he is a volunteer firefighter and lifesaver, he contributes his time every year to help Aboriginal communities and he has raised over $2.5 million through his annual ‘Pollie Pedal’ bike ride for many worthy causes including for children’s cancer, a local women’s shelter and carers.",NA,"305",NA
"He has dedicated his life to public service – to serving his country and the Australian people.",NA,"305",NA
"He is married to Margie and they have three adult daughters.",NA,"000",NA
"The Coalition Team includes experienced ministers",NA,NA,NA
"Because sixteen members of the Shadow Cabinet were experienced ministers in an effective Coalition Government they will hit the ground running and they won’t have to learn the hard way that good government is about getting on with the job and delivering results and dealing with substance, not spin.",NA,"305",NA
"The Coalition Team has a successful track record",NA,NA,NA
"The Coalition Team were effective Ministers in the successful Howard Coalition Government which:",NA,"305",NA
"turned Australia’s economy around, reformed the tax system and made Australia’s economy more productive and prosperous;",NA,"305",NA
"delivered more than two million new jobs and delivered the lowest unemployment rate since the 1970s;",NA,"305",NA
"delivered a more than 20 per cent increase in real wages and a doubling of Australians’ net wealth per person;",NA,"305",NA
"delivered real tax cuts and more benefits for families;",NA,"305",NA
"delivered Budget surpluses in 10 out of 12 years, paid back Labor’s $96 billion debt and put away $70 billion in net assets; and",NA,"305",NA
"secured Australia’s borders and stopped the boats.",NA,"305",NA
"POLICY PRIORITY",NA,NA,NA
"We will deliver strong and stable government that restores accountability – to deliver a better future for all Australians.",NA,"305",NA
"All Coalition policies are affordable and fully funded",NA,NA,NA
"All Coalition policies are fully costed and fully funded.",NA,"414",NA
"The Coalition has a long track record of managing Budgets responsibly.",NA,"414",NA
"Sixteen members of the Shadow Cabinet were experienced Ministers in the effective Howard Coalition Government.",NA,"305",NA
"“Our Plan will deliver a strong, prosperous economy",NA,"410",NA
"and a safe, secure Australia.”",NA,"601",NA
